0	10
5	12
10	13
15	10
20	12
25	13
30	13
35	14
40	9
45	5
50	8
55	8
60	10
65	7
70	6
75	9
80	12
85	13
90	14
95	15
100	16
105	7
110	3
115	5
120	8
125	10
130	8
135	10
140	10
145	7
150	9
155	12
160	9
165	9
170	14
175	16
180	16
185	14
190	11
195	7
200	11
205	8
210	8
215	6
220	7
225	10
230	8
235	9
240	12
245	10
250	13
255	12
260	7
265	7
270	10
275	8
280	8
285	11
290	13
295	11
300	12
305	9
310	12
315	9
320	9
325	10
330	7
335	7
340	6
345	7
350	9
355	13
360	10
365	12
370	7
375	8
380	8
385	11
390	13
395	12
400	13
405	17
410	15
415	12
420	14
425	13
430	8
435	10
440	6
445	8
450	8
455	6
460	10
465	9
470	6
475	11
480	12
485	12
490	15
495	9
500	5
505	7
510	8
515	8
520	9
525	7
530	8
535	8
540	12
545	9
550	12
555	12
560	10
565	6
570	5
575	6
580	6
585	6
590	4
595	7
600	8
605	8
610	8
615	6
620	6
625	9
630	8
635	9
640	9
645	12
650	14
655	10
660	9
665	8
670	8
675	12
680	10
685	7
690	4
695	7
700	12
705	7
710	10
715	9
720	12
725	9
730	10
735	8
740	12
745	9
750	7
755	7
760	9
765	13
770	9
775	8
780	8
785	9
790	13
795	7
800	11
805	12
810	10
815	9
820	8
825	9
830	3
835	5
840	6
845	8
850	6
855	5
860	2
865	7
870	8
875	11
880	11
885	12
890	11
895	13
900	9
905	11
910	10
915	7
920	10
925	9
930	12
935	12
940	9
945	8
950	7
955	7
960	6
965	12
970	11
975	10
980	11
985	12
990	15
995	12
1000	15
1005	10
1010	11
1015	12
1020	13
1025	15
1030	13
1035	11
1040	9
1045	7
1050	8
1055	12
1060	11
1065	10
1070	12
1075	10
1080	6
1085	6
1090	8
1095	11
1100	13
1105	18
1110	15
1115	9
1120	8
1125	11
1130	12
1135	13
1140	11
1145	14
1150	15
1155	14
1160	19
1165	14
1170	10
1175	5
1180	8
1185	8
1190	6
1195	10
1200	8
1205	8
1210	12
1215	16
1220	14
1225	10
1230	10
1235	9
1240	7
1245	6
1250	8
1255	9
1260	12
1265	9
1270	6
1275	10
1280	10
1285	9
1290	12
1295	12
1300	15
1305	15
1310	15
1315	8
1320	8
1325	10
1330	13
1335	12
1340	11
1345	10
1350	10
1355	7
1360	8
1365	10
1370	14
1375	12
1380	13
1385	13
1390	14
1395	20
1400	12
1405	12
1410	10
1415	10
1420	6
1425	9
1430	12
1435	6
1440	7
1445	12
1450	12
1455	13
1460	10
1465	14
1470	12
1475	10
1480	10
1485	5
1490	8
1495	9
1500	14
1505	11
1510	10
1515	8
1520	11
1525	11
1530	11
1535	11
1540	14
1545	11
1550	9
1555	13
1560	13
1565	11
1570	13
1575	13
1580	12
1585	5
1590	6
1595	4
1600	6
1605	9
1610	10
1615	9
1620	11
1625	14
1630	7
1635	6
1640	11
1645	13
1650	11
1655	11
1660	11
1665	14
1670	9
1675	11
1680	9
1685	13
1690	8
1695	8
1700	6
1705	3
1710	3
1715	6
1720	8
1725	7
1730	6
1735	6
1740	7
1745	12
1750	14
1755	15
1760	15
1765	13
1770	14
1775	11
1780	12
1785	11
1790	14
1795	11
1800	7
1805	13
1810	14
1815	11
1820	9
1825	8
1830	10
1835	15
1840	12
1845	13
1850	10
1855	12
1860	8
1865	5
1870	8
1875	14
1880	10
1885	9
1890	12
1895	11
1900	12
1905	12
1910	8
1915	9
1920	12
1925	11
1930	11
1935	8
1940	4
1945	4
1950	7
1955	8
1960	10
1965	12
1970	16
1975	17
1980	15
1985	15
1990	11
1995	10
2000	7
2005	8
2010	13
2015	12
2020	12
2025	15
2030	14
2035	14
2040	14
2045	11
2050	11
2055	12
2060	14
2065	10
2070	10
2075	10
2080	10
2085	13
2090	7
2095	6
2100	8
2105	11
2110	8
2115	7
2120	10
2125	10
2130	8
2135	6
2140	10
2145	8
2150	5
2155	11
2160	8
2165	6
2170	5
2175	5
2180	4
2185	7
2190	6
2195	8
2200	12
2205	9
2210	13
2215	17
2220	17
2225	14
2230	12
2235	11
2240	8
2245	11
2250	6
2255	9
2260	13
2265	11
2270	11
2275	9
2280	14
2285	13
2290	12
2295	13
2300	9
2305	8
2310	8
2315	10
2320	10
2325	4
2330	5
2335	7
2340	8
2345	9
2350	6
2355	6
2360	9
2365	5
2370	6
2375	13
2380	11
2385	10
2390	14
2395	15
2400	19
2405	20
2410	20
2415	18
2420	20
2425	12
2430	7
2435	7
2440	8
2445	8
2450	7
2455	5
2460	4
2465	4
2470	6
2475	8
2480	10
2485	9
2490	11
2495	11
2500	7
