0	10
5	9
10	4
15	7
20	6
25	3
30	11
35	11
40	8
45	10
50	11
55	14
60	13
65	10
70	10
75	9
80	16
85	18
90	21
95	14
100	9
105	10
110	9
115	10
120	9
125	9
130	8
135	10
140	11
145	10
150	11
155	12
160	14
165	13
170	8
175	7
180	4
185	9
190	8
195	10
200	12
205	10
210	14
215	11
220	13
225	14
230	13
235	14
240	9
245	8
250	9
255	7
260	13
265	16
270	17
275	22
280	15
285	9
290	8
295	10
300	9
305	10
310	9
315	8
320	7
325	6
330	12
335	9
340	9
345	4
350	9
355	11
360	10
365	9
370	9
375	7
380	7
385	9
390	10
395	12
400	10
405	10
410	8
415	8
420	8
425	8
430	5
435	3
440	5
445	8
450	10
455	13
460	7
465	7
470	5
475	12
480	14
485	15
490	13
495	15
500	20
505	15
510	10
515	14
520	13
525	11
530	12
535	8
540	8
545	9
550	7
555	7
560	8
565	7
570	10
575	12
580	12
585	9
590	8
595	9
600	6
605	7
610	14
615	11
620	11
625	11
630	12
635	17
640	15
645	11
650	14
655	12
660	9
665	10
670	10
675	12
680	12
685	9
690	10
695	12
700	7
705	9
710	9
715	9
720	9
725	7
730	12
735	8
740	13
745	12
750	8
755	9
760	10
765	7
770	9
775	10
780	11
785	13
790	11
795	9
800	7
805	9
810	12
815	12
820	14
825	15
830	10
835	10
840	11
845	9
850	10
855	11
860	9
865	6
870	6
875	6
880	7
885	10
890	11
895	7
900	12
905	10
910	9
915	12
920	12
925	11
930	13
935	11
940	8
945	9
950	12
955	10
960	8
965	8
970	11
975	9
980	10
985	7
990	8
995	11
1000	10
1005	10
1010	10
1015	11
1020	11
1025	10
1030	11
1035	10
1040	8
1045	10
1050	12
1055	15
1060	16
1065	17
1070	14
1075	14
1080	9
1085	11
1090	10
1095	11
1100	6
1105	6
1110	9
1115	7
1120	4
1125	8
1130	9
1135	6
1140	7
1145	7
1150	7
1155	9
1160	6
1165	8
1170	10
1175	9
1180	10
1185	16
1190	20
1195	15
1200	10
1205	7
1210	7
1215	7
1220	9
1225	10
1230	8
1235	12
1240	11
1245	10
1250	9
1255	11
1260	9
1265	11
1270	12
1275	9
1280	7
1285	6
1290	4
1295	4
1300	5
1305	8
1310	4
1315	6
1320	7
1325	11
1330	13
1335	11
1340	9
1345	11
1350	11
1355	7
1360	5
1365	7
1370	12
1375	14
1380	13
1385	13
1390	13
1395	10
1400	12
1405	11
1410	10
1415	7
1420	9
1425	13
1430	16
1435	12
1440	8
1445	10
1450	11
1455	12
1460	9
1465	9
1470	6
1475	5
1480	3
1485	5
1490	6
1495	6
1500	10
1505	9
1510	7
1515	6
1520	8
1525	6
1530	8
1535	11
1540	10
1545	11
1550	17
1555	12
1560	8
1565	7
1570	6
1575	11
1580	8
1585	9
1590	8
1595	10
1600	10
1605	12
1610	8
1615	5
1620	9
1625	9
1630	9
1635	6
1640	8
1645	8
1650	12
1655	19
1660	20
1665	14
1670	12
1675	11
1680	8
1685	18
1690	17
1695	12
1700	11
1705	7
1710	9
1715	12
1720	13
1725	10
1730	11
1735	16
1740	14
1745	12
1750	6
1755	6
1760	12
1765	14
1770	15
1775	12
1780	8
1785	9
1790	9
1795	14
1800	15
1805	10
1810	10
1815	12
1820	9
1825	8
1830	8
1835	7
1840	7
1845	5
1850	9
1855	11
1860	12
1865	13
1870	11
1875	6
1880	5
1885	4
1890	9
1895	8
1900	7
1905	8
1910	5
1915	6
1920	6
1925	5
1930	4
1935	9
1940	12
1945	11
1950	10
1955	5
1960	7
1965	12
1970	12
1975	11
1980	6
1985	2
1990	8
1995	10
2000	6
2005	6
2010	9
2015	11
2020	18
2025	12
2030	12
2035	12
2040	8
2045	8
2050	12
2055	9
2060	11
2065	11
2070	11
2075	16
2080	16
2085	13
2090	8
2095	8
2100	8
2105	7
2110	7
2115	8
2120	13
2125	6
2130	7
2135	11
2140	11
2145	7
2150	8
2155	10
2160	13
2165	13
2170	10
2175	6
2180	7
2185	9
2190	14
2195	12
2200	12
2205	16
2210	14
2215	14
2220	12
2225	8
2230	8
2235	10
2240	12
2245	12
2250	12
2255	14
2260	13
2265	13
2270	14
2275	7
2280	9
2285	9
2290	7
2295	8
2300	6
2305	6
2310	7
2315	7
2320	9
2325	10
2330	11
2335	13
2340	13
2345	8
2350	13
2355	10
2360	11
2365	4
2370	10
2375	10
2380	12
2385	18
2390	17
2395	15
2400	17
2405	16
2410	16
2415	13
2420	10
2425	13
2430	10
2435	7
2440	6
2445	8
2450	11
2455	9
2460	5
2465	8
2470	10
2475	6
2480	8
2485	7
2490	7
2495	10
2500	12
