0	10
5	9
10	9
15	10
20	11
25	15
30	11
35	11
40	11
45	9
50	4
55	10
60	10
65	11
70	14
75	12
80	12
85	9
90	7
95	12
100	13
105	14
110	10
115	9
120	3
125	5
130	7
135	8
140	12
145	10
150	11
155	11
160	11
165	10
170	7
175	7
180	10
185	12
190	12
195	13
200	14
205	13
210	15
215	17
220	13
225	12
230	12
235	11
240	10
245	8
250	6
255	5
260	9
265	4
270	5
275	8
280	10
285	11
290	10
295	14
300	15
305	13
310	11
315	12
320	11
325	11
330	7
335	8
340	9
345	10
350	10
355	13
360	11
365	11
370	14
375	10
380	13
385	7
390	7
395	8
400	9
405	10
410	11
415	11
420	11
425	10
430	13
435	16
440	7
445	9
450	13
455	12
460	11
465	11
470	11
475	10
480	16
485	14
490	11
495	11
500	14
505	13
510	17
515	13
520	9
525	9
530	8
535	9
540	13
545	10
550	12
555	11
560	11
565	11
570	12
575	14
580	10
585	10
590	11
595	12
600	13
605	12
610	11
615	14
620	14
625	15
630	19
635	15
640	10
645	7
650	11
655	10
660	11
665	12
670	9
675	14
680	10
685	12
690	6
695	9
700	6
705	10
710	12
715	10
720	11
725	14
730	13
735	14
740	13
745	12
750	9
755	7
760	4
765	5
770	3
775	4
780	7
785	8
790	8
795	11
800	8
805	8
810	9
815	8
820	9
825	8
830	10
835	6
840	7
845	7
850	11
855	6
860	4
865	6
870	10
875	10
880	6
885	9
890	7
895	3
900	4
905	5
910	8
915	8
920	11
925	9
930	12
935	8
940	8
945	10
950	10
955	15
960	13
965	11
970	13
975	9
980	12
985	13
990	12
995	12
1000	12
1005	12
1010	12
1015	10
1020	9
1025	10
1030	10
1035	10
1040	7
1045	10
1050	10
1055	10
1060	10
1065	9
1070	10
1075	10
1080	8
1085	10
1090	12
1095	9
1100	9
1105	10
1110	8
1115	6
1120	8
1125	9
1130	6
1135	11
1140	11
1145	10
1150	9
1155	11
1160	16
1165	11
1170	9
1175	10
1180	8
1185	12
1190	7
1195	9
1200	12
1205	13
1210	16
1215	19
1220	19
1225	14
1230	13
1235	14
1240	14
1245	12
1250	15
1255	15
1260	11
1265	15
1270	11
1275	7
1280	5
1285	10
1290	13
1295	15
1300	9
1305	13
1310	15
1315	15
1320	13
1325	10
1330	11
1335	11
1340	7
1345	11
1350	8
1355	11
1360	10
1365	9
1370	8
1375	10
1380	7
1385	12
1390	12
1395	13
1400	13
1405	14
1410	15
1415	11
1420	16
1425	16
1430	13
1435	12
1440	11
1445	13
1450	12
1455	9
1460	7
1465	12
1470	14
1475	14
1480	11
1485	16
1490	17
1495	18
1500	15
1505	13
1510	15
1515	8
1520	14
1525	13
1530	8
1535	9
1540	8
1545	7
1550	12
1555	8
1560	10
1565	11
1570	8
1575	12
1580	13
1585	10
1590	12
1595	10
1600	13
1605	12
1610	8
1615	5
1620	7
1625	7
1630	10
1635	9
1640	8
1645	10
1650	12
1655	12
1660	10
1665	8
1670	6
1675	6
1680	6
1685	9
1690	7
1695	6
1700	7
1705	7
1710	7
1715	10
1720	10
1725	11
1730	12
1735	12
1740	14
1745	11
1750	12
1755	9
1760	9
1765	6
1770	8
1775	5
1780	12
1785	10
1790	6
1795	7
1800	9
1805	11
1810	11
1815	11
1820	8
1825	10
1830	12
1835	10
1840	8
1845	5
1850	9
1855	9
1860	12
1865	14
1870	12
1875	12
1880	12
1885	9
1890	11
1895	13
1900	12
1905	10
1910	10
1915	8
1920	9
1925	10
1930	9
1935	8
1940	7
1945	11
1950	10
1955	10
1960	12
1965	8
1970	12
1975	8
1980	7
1985	7
1990	9
1995	10
2000	11
2005	11
2010	11
2015	10
2020	8
2025	11
2030	11
2035	12
2040	11
2045	14
2050	10
2055	11
2060	9
2065	10
2070	7
2075	9
2080	7
2085	5
2090	5
2095	10
2100	9
2105	8
2110	10
2115	6
2120	6
2125	7
2130	10
2135	10
2140	14
2145	13
2150	16
2155	8
2160	5
2165	3
2170	5
2175	8
2180	12
2185	10
2190	8
2195	11
2200	12
2205	13
2210	10
2215	10
2220	16
2225	16
2230	16
2235	17
2240	10
2245	12
2250	13
2255	8
2260	8
2265	15
2270	13
2275	13
2280	13
2285	12
2290	7
2295	8
2300	7
2305	5
2310	11
2315	11
2320	10
2325	8
2330	13
2335	13
2340	8
2345	7
2350	11
2355	11
2360	8
2365	6
2370	6
2375	6
2380	4
2385	7
2390	12
2395	14
2400	12
2405	15
2410	12
2415	14
2420	13
2425	12
2430	9
2435	7
2440	9
2445	8
2450	9
2455	13
2460	15
2465	15
2470	15
2475	11
2480	13
2485	12
2490	6
2495	7
2500	8
