0	10
5	10
10	10
15	11
20	6
25	7
30	7
35	7
40	9
45	12
50	19
55	13
60	10
65	9
70	13
75	12
80	6
85	8
90	8
95	10
100	12
105	12
110	15
115	14
120	12
125	12
130	10
135	10
140	7
145	8
150	15
155	9
160	5
165	9
170	6
175	7
180	6
185	7
190	4
195	3
200	6
205	6
210	5
215	6
220	12
225	10
230	10
235	13
240	10
245	8
250	9
255	12
260	12
265	15
270	15
275	12
280	13
285	10
290	9
295	9
300	9
305	13
310	9
315	11
320	10
325	12
330	10
335	15
340	16
345	15
350	14
355	13
360	12
365	14
370	15
375	13
380	11
385	11
390	13
395	9
400	6
405	8
410	9
415	12
420	16
425	18
430	17
435	13
440	14
445	11
450	11
455	12
460	4
465	9
470	9
475	11
480	8
485	7
490	8
495	7
500	11
505	14
510	12
515	10
520	11
525	11
530	12
535	11
540	11
545	13
550	17
555	15
560	13
565	14
570	11
575	9
580	10
585	11
590	11
595	12
600	10
605	15
610	11
615	17
620	10
625	7
630	8
635	7
640	12
645	8
650	6
655	7
660	7
665	10
670	13
675	10
680	13
685	11
690	11
695	7
700	6
705	11
710	9
715	12
720	9
725	7
730	13
735	13
740	13
745	11
750	11
755	16
760	14
765	11
770	13
775	11
780	14
785	13
790	12
795	17
800	17
805	18
810	11
815	11
820	10
825	10
830	13
835	15
840	11
845	12
850	11
855	12
860	14
865	13
870	9
875	10
880	7
885	6
890	9
895	10
900	9
905	12
910	11
915	7
920	9
925	7
930	8
935	9
940	13
945	10
950	10
955	9
960	8
965	4
970	8
975	8
980	11
985	10
990	10
995	11
1000	15
1005	19
1010	12
1015	11
1020	13
1025	12
1030	10
1035	6
1040	5
1045	11
1050	11
1055	10
1060	10
1065	6
1070	12
1075	11
1080	14
1085	16
1090	12
1095	8
1100	12
1105	10
1110	13
1115	12
1120	12
1125	13
1130	8
1135	10
1140	9
1145	8
1150	10
1155	9
1160	11
1165	10
1170	15
1175	7
1180	10
1185	12
1190	14
1195	15
1200	16
1205	14
1210	18
1215	16
1220	12
1225	8
1230	13
1235	11
1240	10
1245	8
1250	7
1255	9
1260	8
1265	8
1270	9
1275	8
1280	8
1285	11
1290	8
1295	10
1300	14
1305	16
1310	18
1315	17
1320	16
1325	14
1330	19
1335	14
1340	11
1345	9
1350	6
1355	10
1360	13
1365	13
1370	14
1375	9
1380	10
1385	9
1390	10
1395	12
1400	12
1405	11
1410	8
1415	6
1420	7
1425	5
1430	8
1435	8
1440	5
1445	9
1450	12
1455	12
1460	12
1465	10
1470	6
1475	11
1480	10
1485	10
1490	13
1495	10
1500	11
1505	8
1510	7
1515	12
1520	9
1525	9
1530	8
1535	5
1540	12
1545	11
1550	13
1555	9
1560	7
1565	11
1570	7
1575	8
1580	8
1585	4
1590	4
1595	5
1600	9
1605	12
1610	10
1615	11
1620	13
1625	15
1630	16
1635	14
1640	13
1645	9
1650	10
1655	11
1660	13
1665	11
1670	10
1675	7
1680	8
1685	11
1690	7
1695	6
1700	8
1705	10
1710	5
1715	2
1720	3
1725	8
1730	11
1735	16
1740	15
1745	11
1750	13
1755	12
1760	9
1765	5
1770	9
1775	3
1780	2
1785	4
1790	15
1795	11
1800	8
1805	7
1810	6
1815	6
1820	5
1825	2
1830	5
1835	4
1840	7
1845	8
1850	8
1855	9
1860	8
1865	14
1870	14
1875	12
1880	10
1885	12
1890	10
1895	9
1900	14
1905	12
1910	10
1915	9
1920	11
1925	11
1930	10
1935	7
1940	14
1945	11
1950	11
1955	11
1960	8
1965	10
1970	5
1975	7
1980	7
1985	8
1990	11
1995	14
2000	11
2005	9
2010	10
2015	9
2020	10
2025	13
2030	11
2035	15
2040	13
2045	13
2050	14
2055	11
2060	11
2065	7
2070	7
2075	5
2080	7
2085	7
2090	8
2095	10
2100	6
2105	6
2110	11
2115	12
2120	9
2125	12
2130	7
2135	8
2140	6
2145	9
2150	14
2155	11
2160	12
2165	15
2170	14
2175	11
2180	8
2185	7
2190	5
2195	7
2200	8
2205	12
2210	12
2215	17
2220	19
2225	19
2230	16
2235	14
2240	14
2245	10
2250	10
2255	15
2260	12
2265	10
2270	7
2275	9
2280	8
2285	5
2290	10
2295	11
2300	11
2305	10
2310	9
2315	13
2320	10
2325	8
2330	8
2335	7
2340	7
2345	8
2350	9
2355	11
2360	14
2365	6
2370	7
2375	7
2380	9
2385	12
2390	12
2395	11
2400	11
2405	11
2410	8
2415	8
2420	2
2425	5
2430	7
2435	13
2440	15
2445	10
2450	6
2455	3
2460	8
2465	6
2470	7
2475	8
2480	7
2485	8
2490	10
2495	10
2500	9
