0	10
5	9
10	11
15	12
20	8
25	10
30	10
35	10
40	13
45	11
50	15
55	10
60	9
65	6
70	10
75	10
80	9
85	8
90	8
95	12
100	13
105	11
110	10
115	7
120	5
125	10
130	12
135	14
140	16
145	13
150	12
155	15
160	12
165	5
170	4
175	8
180	9
185	9
190	9
195	9
200	9
205	11
210	9
215	11
220	9
225	11
230	11
235	9
240	5
245	5
250	7
255	12
260	12
265	9
270	9
275	7
280	5
285	6
290	5
295	5
300	8
305	12
310	7
315	6
320	6
325	6
330	5
335	9
340	14
345	10
350	10
355	8
360	10
365	8
370	6
375	6
380	8
385	9
390	7
395	14
400	12
405	10
410	11
415	11
420	6
425	5
430	10
435	12
440	11
445	11
450	13
455	9
460	14
465	17
470	12
475	8
480	9
485	7
490	7
495	9
500	11
505	8
510	5
515	7
520	4
525	8
530	6
535	5
540	10
545	13
550	11
555	10
560	12
565	10
570	11
575	16
580	19
585	10
590	9
595	6
600	10
605	12
610	7
615	6
620	5
625	6
630	5
635	5
640	6
645	5
650	6
655	10
660	7
665	7
670	7
675	6
680	9
685	12
690	14
695	11
700	10
705	12
710	14
715	9
720	7
725	6
730	8
735	6
740	6
745	8
750	9
755	5
760	12
765	12
770	10
775	9
780	10
785	10
790	8
795	8
800	12
805	16
810	14
815	16
820	12
825	10
830	10
835	9
840	9
845	14
850	11
855	12
860	9
865	7
870	7
875	6
880	5
885	7
890	12
895	7
900	8
905	5
910	9
915	10
920	9
925	12
930	13
935	11
940	13
945	13
950	12
955	9
960	10
965	5
970	7
975	15
980	8
985	7
990	6
995	9
1000	11
1005	9
1010	9
1015	10
1020	11
1025	9
1030	7
1035	7
1040	8
1045	8
1050	5
1055	10
1060	10
1065	9
1070	9
1075	11
1080	11
1085	9
1090	11
1095	14
1100	11
1105	11
1110	13
1115	10
1120	11
1125	10
1130	11
1135	8
1140	10
1145	14
1150	7
1155	10
1160	12
1165	10
1170	11
1175	12
1180	12
1185	14
1190	13
1195	15
1200	12
1205	8
1210	9
1215	10
1220	12
1225	12
1230	12
1235	14
1240	3
1245	4
1250	8
1255	8
1260	7
1265	12
1270	8
1275	9
1280	4
1285	5
1290	4
1295	10
1300	14
1305	9
1310	10
1315	14
1320	15
1325	8
1330	11
1335	10
1340	12
1345	12
1350	12
1355	11
1360	10
1365	9
1370	5
1375	6
1380	8
1385	5
1390	7
1395	5
1400	5
1405	7
1410	10
1415	8
1420	5
1425	11
1430	12
1435	15
1440	12
1445	14
1450	16
1455	10
1460	8
1465	11
1470	7
1475	6
1480	4
1485	4
1490	7
1495	6
1500	7
1505	8
1510	7
1515	8
1520	9
1525	7
1530	9
1535	9
1540	10
1545	9
1550	4
1555	6
1560	9
1565	10
1570	9
1575	9
1580	12
1585	9
1590	10
1595	15
1600	23
1605	14
1610	7
1615	9
1620	9
1625	6
1630	8
1635	11
1640	9
1645	9
1650	8
1655	9
1660	10
1665	9
1670	4
1675	8
1680	11
1685	7
1690	11
1695	10
1700	7
1705	6
1710	5
1715	7
1720	10
1725	8
1730	10
1735	6
1740	9
1745	8
1750	4
1755	4
1760	6
1765	5
1770	8
1775	11
1780	10
1785	9
1790	3
1795	6
1800	6
1805	5
1810	7
1815	5
1820	6
1825	10
1830	4
1835	11
1840	14
1845	18
1850	18
1855	17
1860	13
1865	16
1870	14
1875	15
1880	15
1885	14
1890	14
1895	10
1900	7
1905	7
1910	9
1915	7
1920	8
1925	9
1930	11
1935	12
1940	15
1945	10
1950	8
1955	9
1960	10
1965	13
1970	18
1975	18
1980	16
1985	16
1990	14
1995	12
2000	14
2005	16
2010	18
2015	11
2020	9
2025	6
2030	9
2035	7
2040	8
2045	9
2050	6
2055	4
2060	5
2065	8
2070	8
2075	10
2080	12
2085	7
2090	11
2095	13
2100	13
2105	10
2110	10
2115	12
2120	8
2125	6
2130	9
2135	12
2140	10
2145	8
2150	7
2155	10
2160	12
2165	14
2170	14
2175	9
2180	11
2185	9
2190	15
2195	9
2200	8
2205	8
2210	4
2215	6
2220	9
2225	10
2230	10
2235	15
2240	17
2245	12
2250	9
2255	11
2260	11
2265	9
2270	8
2275	9
2280	9
2285	13
2290	11
2295	11
2300	5
2305	2
2310	5
2315	12
2320	14
2325	11
2330	12
2335	11
2340	6
2345	8
2350	7
2355	5
2360	3
2365	5
2370	6
2375	9
2380	7
2385	9
2390	7
2395	9
2400	13
2405	11
2410	13
2415	13
2420	7
2425	6
2430	8
2435	9
2440	11
2445	11
2450	12
2455	9
2460	8
2465	11
2470	9
2475	10
2480	14
2485	7
2490	9
2495	8
2500	10
