Time	[Ca]	[G]	[PLC]
0	11.214196807621908	11.02284929581618	10.654703644592969
0.5	4.422141130640924	365.11838959996135	74.11777861662718
1	18.44698245651801	1447.1566937453215	312.61490268157604
1.5	55.70782620091742	3836.815482224945	749.4615797121374
2	1539.4975186797685	14962.521666625722	4511.57495343093
2.5	6369.927778795346	6915.513242215376	8195.449168297719
3	799.8915958508393	13079.799863181855	11254.254278976385
3.5	6343.125226219463	9850.743987091233	7572.019419561767
4	1130.4908000139023	6826.9419526972215	9006.331946578517
4.5	2078.2190599960554	12010.038610150246	18089.261123517826
5	1387.841352630437	7134.873284437501	10622.591963781864
5.5	2111.441664519442	11663.616895145871	16058.829169600716
6	652.5898048701198	10484.329525264397	15489.944517011509
6.5	513.8366421587768	9108.66060308742	19060.827995633303
7	348.7951476634155	9869.025919121863	6473.483426234588
7.5	406.9296928635549	8355.894243396653	18462.941789155404
8	170.04444433320901	5902.525644777049	17200.125429022657
8.5	89.12837938486972	2223.008765730026	12284.756432843827
9	0.0811403033471446	6.716319802622667	6926.38341619572
9.5	0.06951325912088437	2.8524917961414253	5391.809637376331
10	0.08125675472015371	7.1619516899344156	3555.2422621251458
10.5	0.17007679138983284	10.122217018915878	1591.1764304748615
11	0.3274456486359118	30.412007976616007	2120.3306931718503
11.5	1.0364671726623644	43.54008233905874	920.2375836100117
12	1.8748307034886589	123.35110477802888	621.8705444605661
12.5	3.8248150751562133	369.62506461238974	377.5938200450266
13	24.583996771206085	782.7496577067265	632.3830840163101
13.5	101.01569836596141	4118.758951904971	1973.566812422206
14	1094.8299343583315	9945.290020023072	7465.577989426586
14.5	5226.196674013644	9427.883412525716	9855.425800989211
15	437.95985468203634	6867.3682114650655	5317.470408139535
15.5	4945.109795000219	13733.68140936525	15037.369211158524
16	1036.2097985977225	14774.057444663289	16140.357902292915
16.5	2727.366399526972	12264.278871819251	17686.403712890933
17	1521.806848357145	12069.367352782836	12894.360925740102
17.5	1201.2606690192697	6370.953642079337	13949.136619657398
18	870.8316207109057	9338.101775406267	18932.957384171557
18.5	735.8718064486129	8353.023132857306	26135.24524228899
19	497.6599424681294	10571.993894088222	21310.14905418932
19.5	480.1613602685681	10787.19556059431	14044.836256145234
20	250.64327727217133	4182.061491850281	12610.797350800021
20.5	86.08470554544145	4712.612552090191	11828.467346474226
21	0.037337730379089724	5.354815402129014	10214.344017032441
21.5	0.05678189678750084	4.134398416100612	7780.825102634961
22	0.1138187173555314	6.9732632597435344	3848.603310676601
22.5	0.29848600896425076	15.797874659500916	1847.0242011572172
23	0.41050100958686886	31.9362876098054	1762.239642356064
23.5	0.9406967237733245	53.42512852082329	767.0228000957584
24	1.6322080221903128	170.49163272930878	591.2397441283296
24.5	7.753437626080785	334.3783342167968	387.2697117843155
25	13.72268795840686	1442.9366432824156	888.1560534246449
25.5	97.32399802822786	3455.980169194683	1616.5734758966641
26	1137.6171437733465	4743.38517339987	3864.5992606759655
26.5	5859.711155764298	5396.657029234786	7763.3146699868485
27	788.1320543924727	8582.001663013401	8043.382674771965
27.5	4151.850784813558	17449.102236659102	14277.357007847408
28	871.5068523755227	10812.705193085656	17278.605856955077
28.5	2767.1396144556684	10464.453663799653	17322.681109544414
29	1266.7598624632653	10011.149917770155	18187.08867313399
29.5	1304.3940835278586	11594.086519100341	14313.655540562517
30	1007.8084198682652	9712.344996616546	9447.165754061774
30.5	670.7360054115167	10550.544609975044	21506.36346078198
31	697.775404320274	10197.271065991144	15745.409088263335
31.5	248.34223373304386	11567.326701674194	20828.86654789955
32	267.10800520777286	8776.122586001562	12816.942195126196
32.5	100.23235026827547	5666.277487900389	13986.193412981334
33	0.057970854862464616	2.1842658822896293	9524.343956845541
33.5	0.0679317382120045	5.163152988328239	4982.393881592308
34	0.08670074410727337	8.586081808251855	4958.968613700399
34.5	0.20651005797489339	17.89713456182884	2010.272519662329
35	0.3187898218508268	35.8364397365411	671.5123034966516
35.5	0.5199593361486264	68.81367356202568	1123.945507642114
36	1.130201179726886	161.49926087288634	490.1257810519557
36.5	4.6166384947282575	414.4460497298434	358.73532583152513
37	21.51444295698932	1169.5155080060508	645.9633082018671
37.5	127.42545450866459	2818.382738496156	1741.9373672372838
38	1897.3946241935105	8284.762171211572	4600.743705884485
38.5	5471.106114565826	6137.416296800511	4670.656750532737
39	812.9193598226552	8712.732190241957	7793.8747938764855
39.5	5904.663169695836	8971.899268931991	15212.318577581762
40	369.73874425772533	14030.161070194834	18065.380541100214
40.5	1948.2781836572622	8971.88719332278	14122.255400009699
41	1712.736904752289	14212.707355040888	12728.731847611936
41.5	1200.9319369333764	10316.343321400987	17779.215117538984
42	807.2857394806189	10850.855633931498	13270.300935757487
42.5	616.2994098597954	13568.424198339046	15781.921668593928
43	684.1190010704091	11566.775928808765	17080.590298982464
43.5	421.77338272504005	7139.468447693644	6486.357701789046
44	203.8265407362781	9015.777046223762	16168.454268703186
44.5	92.02409908895554	3252.742842644994	10883.790770366795
45	0.022350531784880112	3.039109056468983	11141.099214119702
45.5	0.06970120311269805	2.9906071541841523	3517.204518059221
46	0.1230799776296383	8.696712257566553	4558.093608928322
46.5	0.1341428713064616	20.177648001533562	2172.3960607150043
47	0.3072050494389005	26.390022312598045	1413.44157247415
47.5	0.6173992673027257	59.382750341594914	529.0378847069526
48	1.683920346782707	160.95151036642167	525.6736291062787
48.5	6.737249542567664	430.8244640506935	314.2188331279132
49	20.87244526892631	1188.8987798723365	779.4649905418123
49.5	76.56680823776483	5318.830666112177	2082.5060482338718
50	1850.339372184355	7564.55019192391	3564.183699259782
