time,A
0.0,11.142446142926563
2.0408163265306123,11.450148809516836
4.0816326530612246,9.5620926624095013
6.1224489795918373,10.735584375731081
8.1632653061224492,11.7056505089912
10.204081632653061,10.9107077771408
12.244897959183675,8.8680657100013249
14.285714285714286,9.5207360070348788
16.326530612244898,7.6274127859816341
18.367346938775512,4.961980805269449
20.408163265306122,6.6590524993408389
22.448979591836736,7.3474324582997834
24.489795918367349,7.4165289887138313
26.530612244897959,3.8776413642689729
28.571428571428573,4.4276120736931919
30.612244897959183,5.4689930312451613
32.653061224489797,9.7865538094125739
34.693877551020407,10.811623763519023
36.734693877551024,11.144076493423892
38.775510204081634,16.112843980996274
40.816326530612244,12.340719778322304
42.857142857142861,13.196878411906857
44.897959183673471,13.191278291811985
46.938775510204081,11.422133945742569
48.979591836734699,9.6123944004578767
51.020408163265309,12.00408413019832
53.061224489795919,15.586030602189298
55.102040816326529,11.00863587596951
57.142857142857146,10.391465070115398
59.183673469387756,7.3247936937837661
61.224489795918366,6.8561358845983147
63.265306122448983,7.7362808810757571
65.306122448979593,8.5351263047231942
67.34693877551021,9.8017997126769387
69.387755102040813,8.550390555674964
71.428571428571431,8.2504003101831405
73.469387755102048,8.2882319692513597
75.510204081632651,8.1670271182062439
77.551020408163268,8.7130873084101967
79.591836734693885,4.3702014890899905
81.632653061224488,10.30813040516961
83.673469387755105,8.0383647840828729
85.714285714285722,5.3233284427880871
87.755102040816325,7.3483580381008471
89.795918367346943,7.8370835940146009
91.83673469387756,6.6898305432027794
93.877551020408163,5.7458679868539626
95.91836734693878,7.1658117322171542
97.959183673469397,8.5640035863802844
nan,nan
