time,A
0.0,11.264635180855707
5.0,11.579948048830389
10.0,11.516016671435651
15.0,8.6088325360096078
20.0,9.5400993376195071
25.0,2.6940398114464239
30.0,-0.28384754082785602
40.0,13.98275153251096
50.0,14.038217024898547
60.0,9.0801039312741878
80.0,8.5023921077191833
nan,nan
